TimeAll	TimeExperiment	R	Theta
1.322680e+002	7.900000e-002	3.594764e-004	1.188820e+002
1.324160e+002	2.270000e-001	3.597125e-004	1.188518e+002
1.325260e+002	3.370001e-001	3.600636e-004	1.188157e+002
1.326190e+002	4.300001e-001	3.603097e-004	1.187908e+002
1.327280e+002	5.390000e-001	3.605972e-004	1.187609e+002
1.328220e+002	6.330001e-001	3.608596e-004	1.187295e+002
1.329150e+002	7.260001e-001	3.611440e-004	1.186998e+002
1.330250e+002	8.360000e-001	3.614348e-004	1.186716e+002
1.331180e+002	9.290001e-001	3.617124e-004	1.186377e+002
1.332270e+002	1.038000e+000	3.620000e-004	1.186050e+002
1.333210e+002	1.132000e+000	3.622761e-004	1.185740e+002
1.334300e+002	1.241000e+000	3.625760e-004	1.185378e+002
1.335390e+002	1.350000e+000	3.629003e-004	1.185014e+002
1.336490e+002	1.460000e+000	3.632431e-004	1.184632e+002
1.337580e+002	1.569000e+000	3.635407e-004	1.184205e+002
1.338510e+002	1.662000e+000	3.638703e-004	1.183837e+002
1.339450e+002	1.756000e+000	3.641014e-004	1.183556e+002
1.340540e+002	1.865000e+000	3.644134e-004	1.183150e+002
1.341480e+002	1.959000e+000	3.647489e-004	1.182767e+002
1.342410e+002	2.052000e+000	3.650445e-004	1.182384e+002
1.343350e+002	2.146000e+000	3.653598e-004	1.181984e+002
1.344440e+002	2.255000e+000	3.656779e-004	1.181581e+002
1.345530e+002	2.364000e+000	3.660291e-004	1.181106e+002
1.346630e+002	2.474000e+000	3.664363e-004	1.180593e+002
1.347560e+002	2.567000e+000	3.668172e-004	1.180075e+002
1.348500e+002	2.661000e+000	3.671402e-004	1.179604e+002
1.349430e+002	2.754000e+000	3.674803e-004	1.179142e+002
1.350370e+002	2.848000e+000	3.678367e-004	1.178667e+002
1.351310e+002	2.942000e+000	3.682088e-004	1.178144e+002
1.352240e+002	3.035000e+000	3.685190e-004	1.177650e+002
1.353330e+002	3.144000e+000	3.688649e-004	1.177156e+002
1.354430e+002	3.254000e+000	3.693126e-004	1.176498e+002
1.355360e+002	3.347000e+000	3.696996e-004	1.175951e+002
1.356450e+002	3.456000e+000	3.700756e-004	1.175363e+002
1.357390e+002	3.550000e+000	3.704565e-004	1.174743e+002
1.358480e+002	3.659000e+000	3.708414e-004	1.174181e+002
1.359420e+002	3.753000e+000	3.712445e-004	1.173489e+002
1.360510e+002	3.862000e+000	3.716394e-004	1.172867e+002
1.361600e+002	3.971000e+000	3.720803e-004	1.172125e+002
1.362690e+002	4.080000e+000	3.725679e-004	1.171369e+002
