TimeAll	TimeExperiment	R	Theta
3.972000e+000	8.099985e-002	3.666159e-004	1.142699e+002
4.121000e+000	2.299998e-001	3.650117e-004	1.124010e+002
4.230000e+000	3.390000e-001	3.568230e-004	1.099603e+002
4.324000e+000	4.329998e-001	3.446513e-004	1.083845e+002
4.433000e+000	5.419998e-001	3.282203e-004	1.076736e+002
4.526000e+000	6.350000e-001	3.116555e-004	1.083151e+002
4.620000e+000	7.289999e-001	3.009000e-004	1.098494e+002
4.714000e+000	8.230000e-001	2.952004e-004	1.115981e+002
4.823000e+000	9.319999e-001	2.928470e-004	1.132951e+002
4.932000e+000	1.041000e+000	2.928459e-004	1.148749e+002
4.997000e+000	1.106000e+000	2.941395e-004	1.160358e+002
