TimeAll	TimeExperiment	R	Theta
4.440000e-001	8.000016e-002	1.217274e-004	1.108645e+002
5.920000e-001	2.280002e-001	1.217575e-004	1.108532e+002
7.170000e-001	3.530002e-001	1.223005e-004	1.105006e+002
8.260000e-001	4.620001e-001	1.237530e-004	1.095198e+002
9.359999e-001	5.720000e-001	1.247336e-004	1.087666e+002
1.045000e+000	6.810000e-001	1.257293e-004	1.077955e+002
1.138000e+000	7.740002e-001	1.264323e-004	1.066686e+002
1.248000e+000	8.840001e-001	1.268823e-004	1.054180e+002
1.341000e+000	9.770000e-001	1.267784e-004	1.037494e+002
1.450000e+000	1.086000e+000	1.259819e-004	1.020036e+002
1.560000e+000	1.196000e+000	1.237372e-004	9.966791e+001
1.653000e+000	1.289000e+000	1.200336e-004	9.753972e+001
1.747000e+000	1.383000e+000	1.157163e-004	9.610298e+001
1.840000e+000	1.476000e+000	1.111338e-004	9.532441e+001
1.934000e+000	1.570000e+000	1.065220e-004	9.519696e+001
2.028000e+000	1.664000e+000	1.024758e-004	9.565533e+001
2.121000e+000	1.757000e+000	9.919508e-005	9.654742e+001
2.215000e+000	1.851000e+000	9.653547e-005	9.773012e+001
2.308000e+000	1.944000e+000	9.476487e-005	9.895528e+001
2.418000e+000	2.054000e+000	9.345984e-005	1.002937e+002
2.511000e+000	2.147000e+000	9.265399e-005	1.016594e+002
2.605000e+000	2.241000e+000	9.223831e-005	1.027246e+002
2.714000e+000	2.350000e+000	9.202747e-005	1.037084e+002
2.782000e+000	2.418000e+000	9.190501e-005	1.046488e+002
2.875000e+000	2.511000e+000	9.190437e-005	1.054190e+002
2.970000e+000	2.606000e+000	9.201181e-005	1.061922e+002
3.064000e+000	2.700000e+000	9.219372e-005	1.068954e+002
3.160000e+000	2.796000e+000	9.249408e-005	1.075934e+002
3.251000e+000	2.887000e+000	9.287328e-005	1.081832e+002
3.347000e+000	2.983000e+000	9.333419e-005	1.087482e+002
3.442000e+000	3.078000e+000	9.375276e-005	1.092465e+002
3.536000e+000	3.172000e+000	9.388714e-005	1.093672e+002
3.628000e+000	3.264000e+000	9.400652e-005	1.094730e+002
3.723000e+000	3.359000e+000	9.405246e-005	1.095527e+002
3.817000e+000	3.453000e+000	9.406156e-005	1.096026e+002
