TimeAll	TimeExperiment	R	Theta
4.420002e-001	8.200002e-002	2.366697e-004	1.118062e+002
5.470002e-001	1.870000e-001	2.366462e-004	1.118034e+002
6.410000e-001	2.809999e-001	2.366373e-004	1.118106e+002
7.400000e-001	3.799999e-001	2.374377e-004	1.115804e+002
8.360000e-001	4.759998e-001	2.401885e-004	1.107811e+002
9.290001e-001	5.690000e-001	2.429437e-004	1.098733e+002
1.021000e+000	6.610000e-001	2.458299e-004	1.087717e+002
1.124000e+000	7.639999e-001	2.489595e-004	1.072788e+002
1.221000e+000	8.610001e-001	2.515431e-004	1.055342e+002
1.315000e+000	9.549999e-001	2.533604e-004	1.034327e+002
1.410000e+000	1.050000e+000	2.537461e-004	1.008269e+002
1.503000e+000	1.143000e+000	2.516505e-004	9.783098e+001
1.649000e+000	1.289000e+000	2.450985e-004	9.418296e+001
1.743000e+000	1.383000e+000	2.326680e-004	9.051509e+001
1.836000e+000	1.476000e+000	2.175479e-004	8.801354e+001
1.946000e+000	1.586000e+000	1.998168e-004	8.672391e+001
2.039000e+000	1.679000e+000	1.821211e-004	8.718398e+001
2.133000e+000	1.773000e+000	1.689528e-004	8.910170e+001
2.242000e+000	1.882000e+000	1.596792e-004	9.194416e+001
2.336000e+000	1.976000e+000	1.534811e-004	9.552975e+001
2.429000e+000	2.069000e+000	1.508685e-004	9.855412e+001
2.538000e+000	2.178000e+000	1.500522e-004	1.013104e+002
2.648000e+000	2.288000e+000	1.505337e-004	1.039213e+002
2.741000e+000	2.381000e+000	1.519197e-004	1.060873e+002
2.850000e+000	2.490000e+000	1.534468e-004	1.075841e+002
2.944000e+000	2.584000e+000	1.554019e-004	1.089989e+002
3.053000e+000	2.693000e+000	1.571825e-004	1.100000e+002
3.147000e+000	2.787000e+000	1.590732e-004	1.109086e+002
3.215000e+000	2.855000e+000	1.606968e-004	1.115810e+002
