TimeAll	TimeExperiment	R	Theta
5.564200e+001	8.099985e-002	9.800043e-005	1.117486e+002
5.579100e+001	2.300000e-001	9.790344e-005	1.116948e+002
5.591600e+001	3.550000e-001	9.774402e-005	1.116212e+002
5.600900e+001	4.480000e-001	9.760383e-005	1.115599e+002
5.611800e+001	5.569999e-001	9.748735e-005	1.114998e+002
5.621200e+001	6.510000e-001	9.735833e-005	1.114238e+002
5.632100e+001	7.600000e-001	9.725697e-005	1.113630e+002
5.641500e+001	8.539999e-001	9.711819e-005	1.112815e+002
5.652400e+001	9.629998e-001	9.696426e-005	1.112275e+002
5.661800e+001	1.057000e+000	9.683076e-005	1.111308e+002
5.671100e+001	1.150000e+000	9.671133e-005	1.110682e+002
5.680500e+001	1.244000e+000	9.657602e-005	1.109815e+002
5.689800e+001	1.337000e+000	9.644590e-005	1.108974e+002
5.699200e+001	1.431000e+000	9.631224e-005	1.108152e+002
5.710100e+001	1.540000e+000	9.616360e-005	1.107257e+002
5.721000e+001	1.649000e+000	9.601654e-005	1.106066e+002
5.730400e+001	1.743000e+000	9.584224e-005	1.104962e+002
5.739700e+001	1.836000e+000	9.570864e-005	1.103997e+002
5.749100e+001	1.930000e+000	9.558506e-005	1.102815e+002
5.758500e+001	2.024000e+000	9.543655e-005	1.101819e+002
5.767800e+001	2.117000e+000	9.526608e-005	1.100592e+002
5.777200e+001	2.211000e+000	9.513026e-005	1.099276e+002
5.786500e+001	2.304000e+000	9.498357e-005	1.098075e+002
5.797500e+001	2.414000e+000	9.482101e-005	1.096500e+002
5.808400e+001	2.523000e+000	9.466863e-005	1.094921e+002
5.817700e+001	2.616000e+000	9.450289e-005	1.093347e+002
5.827100e+001	2.710000e+000	9.434938e-005	1.091783e+002
5.836500e+001	2.804000e+000	9.420430e-005	1.090034e+002
5.845800e+001	2.897000e+000	9.407638e-005	1.088434e+002
5.855200e+001	2.991000e+000	9.389703e-005	1.086552e+002
5.864500e+001	3.084000e+000	9.378734e-005	1.084754e+002
5.873900e+001	3.178000e+000	9.368126e-005	1.082717e+002
5.883300e+001	3.272000e+000	9.352563e-005	1.080532e+002
5.892600e+001	3.365000e+000	9.343517e-005	1.078372e+002
5.902000e+001	3.459000e+000	9.327764e-005	1.076078e+002
5.912900e+001	3.568000e+000	9.316605e-005	1.073720e+002
5.922300e+001	3.662000e+000	9.305914e-005	1.070901e+002
5.933200e+001	3.771000e+000	9.293719e-005	1.068181e+002
5.944100e+001	3.880000e+000	9.287411e-005	1.065033e+002
5.953500e+001	3.974000e+000	9.281255e-005	1.061747e+002
5.964400e+001	4.083000e+000	9.273706e-005	1.058377e+002
5.973700e+001	4.176000e+000	9.271739e-005	1.054945e+002
5.983100e+001	4.270000e+000	9.269655e-005	1.051728e+002
5.992500e+001	4.364000e+000	9.268474e-005	1.048336e+002
6.001800e+001	4.457000e+000	9.273652e-005	1.044848e+002
6.012700e+001	4.566000e+000	9.278038e-005	1.041008e+002
6.023700e+001	4.676000e+000	9.291779e-005	1.036635e+002
6.033000e+001	4.769000e+000	9.304265e-005	1.032275e+002
6.043900e+001	4.878000e+000	9.320836e-005	1.028150e+002
6.054900e+001	4.988000e+000	9.347206e-005	1.023364e+002
6.064200e+001	5.081000e+000	9.375314e-005	1.018746e+002
6.073600e+001	5.175000e+000	9.410729e-005	1.014368e+002
6.082900e+001	5.268000e+000	9.446008e-005	1.010286e+002
6.092300e+001	5.362000e+000	9.489202e-005	1.005924e+002
6.101700e+001	5.456000e+000	9.535603e-005	1.001979e+002
6.112600e+001	5.565000e+000	9.590296e-005	9.979842e+001
6.121900e+001	5.658000e+000	9.662698e-005	9.931616e+001
6.131300e+001	5.752000e+000	9.728862e-005	9.893864e+001
6.140700e+001	5.846000e+000	9.805283e-005	9.857187e+001
6.150000e+001	5.939000e+000	9.887353e-005	9.821646e+001
6.159400e+001	6.033000e+000	9.976256e-005	9.791135e+001
6.170300e+001	6.142000e+000	1.007683e-004	9.760213e+001
6.179700e+001	6.236000e+000	1.019044e-004	9.731051e+001
6.189000e+001	6.329000e+000	1.029884e-004	9.711005e+001
6.199900e+001	6.438000e+000	1.041560e-004	9.694705e+001
6.209300e+001	6.532000e+000	1.055174e-004	9.682691e+001
6.218700e+001	6.626000e+000	1.067279e-004	9.676147e+001
6.229600e+001	6.735000e+000	1.080266e-004	9.676382e+001
6.240500e+001	6.844000e+000	1.094713e-004	9.681982e+001
6.249900e+001	6.938000e+000	1.109308e-004	9.694545e+001
6.259200e+001	7.031000e+000	1.121632e-004	9.711473e+001
6.270100e+001	7.140000e+000	1.134366e-004	9.733598e+001
6.279500e+001	7.234000e+000	1.147760e-004	9.763240e+001
6.288900e+001	7.328000e+000	1.159349e-004	9.794169e+001
6.299800e+001	7.437000e+000	1.170370e-004	9.828054e+001
6.309100e+001	7.530000e+000	1.182163e-004	9.872063e+001
6.318500e+001	7.624000e+000	1.191515e-004	9.912283e+001
6.325100e+001	7.690000e+000	1.200340e-004	9.955280e+001
