TimeAll	TimeExperiment	R	Theta
8.514500e+001	7.800007e-002	9.845883e-005	1.119833e+002
8.525200e+001	1.850002e-001	9.839002e-005	1.119581e+002
8.535000e+001	2.830002e-001	9.831630e-005	1.119247e+002
8.544600e+001	3.790002e-001	9.823719e-005	1.118925e+002
8.554200e+001	4.750001e-001	9.818369e-005	1.118684e+002
8.563400e+001	5.670002e-001	9.811866e-005	1.118462e+002
8.572300e+001	6.560001e-001	9.804175e-005	1.118237e+002
8.581700e+001	7.500000e-001	9.797558e-005	1.117931e+002
8.591300e+001	8.460002e-001	9.788039e-005	1.117559e+002
8.601200e+001	9.450002e-001	9.781915e-005	1.117217e+002
8.610600e+001	1.039000e+000	9.775803e-005	1.116846e+002
8.620100e+001	1.134000e+000	9.767508e-005	1.116480e+002
8.630000e+001	1.233000e+000	9.761018e-005	1.116248e+002
8.639500e+001	1.328000e+000	9.755605e-005	1.115750e+002
8.649100e+001	1.424000e+000	9.746713e-005	1.115559e+002
8.663700e+001	1.570000e+000	9.739117e-005	1.115071e+002
8.674700e+001	1.680000e+000	9.728035e-005	1.114726e+002
8.685600e+001	1.789000e+000	9.720511e-005	1.114277e+002
8.694900e+001	1.882000e+000	9.709976e-005	1.113864e+002
8.705900e+001	1.992000e+000	9.705010e-005	1.113488e+002
8.716800e+001	2.101000e+000	9.694468e-005	1.112985e+002
8.726100e+001	2.194000e+000	9.687081e-005	1.112521e+002
8.737100e+001	2.304000e+000	9.678909e-005	1.111963e+002
8.746400e+001	2.397000e+000	9.670820e-005	1.111489e+002
8.755800e+001	2.491000e+000	9.661285e-005	1.111039e+002
8.765100e+001	2.584000e+000	9.653524e-005	1.110592e+002
8.774500e+001	2.678000e+000	9.646155e-005	1.110045e+002
8.785400e+001	2.787000e+000	9.637338e-005	1.109698e+002
8.796300e+001	2.896000e+000	9.625204e-005	1.108910e+002
8.807300e+001	3.006000e+000	9.615516e-005	1.108435e+002
8.816600e+001	3.099000e+000	9.606996e-005	1.107749e+002
8.826000e+001	3.193000e+000	9.598165e-005	1.107311e+002
8.835300e+001	3.286000e+000	9.588432e-005	1.106611e+002
8.844700e+001	3.380000e+000	9.582042e-005	1.106104e+002
8.855600e+001	3.489000e+000	9.573245e-005	1.105268e+002
8.862100e+001	3.554000e+000	9.561413e-005	1.104764e+002
8.871400e+001	3.647000e+000	9.553065e-005	1.103992e+002
8.880900e+001	3.742000e+000	9.543505e-005	1.103305e+002
8.890200e+001	3.835000e+000	9.532998e-005	1.102689e+002
8.899600e+001	3.929000e+000	9.525425e-005	1.102054e+002
8.908900e+001	4.022000e+000	9.519253e-005	1.101356e+002
8.918500e+001	4.118000e+000	9.506927e-005	1.100612e+002
8.928100e+001	4.214000e+000	9.495859e-005	1.099708e+002
8.937400e+001	4.307000e+000	9.488132e-005	1.099007e+002
8.946700e+001	4.400000e+000	9.479508e-005	1.098092e+002
8.955900e+001	4.492000e+000	9.470820e-005	1.097270e+002
8.965200e+001	4.585000e+000	9.458319e-005	1.096586e+002
8.980000e+001	4.733000e+000	9.448119e-005	1.095377e+002
8.990900e+001	4.842000e+000	9.439648e-005	1.094409e+002
9.000200e+001	4.935000e+000	9.429188e-005	1.093256e+002
9.011200e+001	5.045000e+000	9.418079e-005	1.092260e+002
9.017600e+001	5.109000e+000	9.409799e-005	1.091142e+002
9.027200e+001	5.205000e+000	9.399926e-005	1.089980e+002
9.036600e+001	5.299000e+000	9.391402e-005	1.089000e+002
9.046100e+001	5.394000e+000	9.381758e-005	1.087951e+002
9.055400e+001	5.487000e+000	9.372944e-005	1.086908e+002
9.064600e+001	5.579000e+000	9.363041e-005	1.085734e+002
9.074000e+001	5.673000e+000	9.354302e-005	1.084548e+002
9.083300e+001	5.766000e+000	9.342960e-005	1.083470e+002
9.092900e+001	5.862000e+000	9.336604e-005	1.082052e+002
9.102400e+001	5.957000e+000	9.326980e-005	1.080804e+002
9.111900e+001	6.052000e+000	9.317659e-005	1.079509e+002
9.125000e+001	6.183000e+000	9.308401e-005	1.077842e+002
9.134400e+001	6.277000e+000	9.300170e-005	1.076444e+002
9.145300e+001	6.386000e+000	9.291201e-005	1.075068e+002
9.154700e+001	6.480000e+000	9.283964e-005	1.073266e+002
9.164000e+001	6.573000e+000	9.277224e-005	1.071791e+002
9.173400e+001	6.667000e+000	9.271703e-005	1.070130e+002
9.182800e+001	6.761000e+000	9.265276e-005	1.068447e+002
9.193700e+001	6.870000e+000	9.258353e-005	1.066619e+002
9.204600e+001	6.979000e+000	9.253821e-005	1.064603e+002
9.214000e+001	7.073000e+000	9.249097e-005	1.062509e+002
9.224900e+001	7.182000e+000	9.245381e-005	1.060649e+002
9.234200e+001	7.275000e+000	9.240497e-005	1.058485e+002
9.243600e+001	7.369000e+000	9.238452e-005	1.056664e+002
9.253000e+001	7.463000e+000	9.236088e-005	1.054640e+002
9.262300e+001	7.556000e+000	9.235614e-005	1.052640e+002
9.268900e+001	7.622000e+000	9.235139e-005	1.050402e+002
9.278100e+001	7.714000e+000	9.236130e-005	1.048252e+002
9.287700e+001	7.810000e+000	9.236907e-005	1.046090e+002
9.297300e+001	7.906000e+000	9.240805e-005	1.043749e+002
9.306600e+001	7.999000e+000	9.244739e-005	1.041579e+002
9.316200e+001	8.095000e+000	9.248350e-005	1.039158e+002
9.325800e+001	8.191000e+000	9.254161e-005	1.036652e+002
9.335800e+001	8.291000e+000	9.265103e-005	1.034109e+002
9.345200e+001	8.385000e+000	9.272944e-005	1.031574e+002
9.354500e+001	8.478000e+000	9.283571e-005	1.029137e+002
9.369100e+001	8.624000e+000	9.297451e-005	1.026102e+002
9.378400e+001	8.717000e+000	9.314204e-005	1.023331e+002
9.389300e+001	8.826000e+000	9.329653e-005	1.020788e+002
9.398700e+001	8.920000e+000	9.350411e-005	1.017649e+002
9.409600e+001	9.029000e+000	9.370689e-005	1.014936e+002
9.420500e+001	9.138000e+000	9.397404e-005	1.011914e+002
9.429900e+001	9.232000e+000	9.421326e-005	1.009000e+002
9.439300e+001	9.326000e+000	9.449961e-005	1.006174e+002
9.448600e+001	9.419000e+000	9.479177e-005	1.003495e+002
9.458000e+001	9.513000e+000	9.510987e-005	1.000957e+002
9.467300e+001	9.606000e+000	9.544034e-005	9.982590e+001
9.476700e+001	9.700000e+000	9.581460e-005	9.955844e+001
9.486000e+001	9.793000e+000	9.621447e-005	9.931030e+001
9.495400e+001	9.887000e+000	9.662151e-005	9.904909e+001
9.504800e+001	9.981000e+000	9.709692e-005	9.878972e+001
9.515700e+001	1.009000e+001	9.758212e-005	9.857458e+001
9.526600e+001	1.019900e+001	9.820279e-005	9.830289e+001
9.536000e+001	1.029300e+001	9.878374e-005	9.805905e+001
9.546900e+001	1.040200e+001	9.934122e-005	9.785040e+001
9.556200e+001	1.049500e+001	1.000396e-004	9.763969e+001
9.565600e+001	1.058900e+001	1.006520e-004	9.747065e+001
9.575000e+001	1.068300e+001	1.012669e-004	9.731320e+001
9.585900e+001	1.079200e+001	1.019062e-004	9.715974e+001
9.596800e+001	1.090100e+001	1.027120e-004	9.703400e+001
9.607700e+001	1.101000e+001	1.035641e-004	9.691534e+001
9.617100e+001	1.110400e+001	1.044031e-004	9.680687e+001
9.626400e+001	1.119700e+001	1.051390e-004	9.674758e+001
9.635800e+001	1.129100e+001	1.059196e-004	9.670792e+001
9.645200e+001	1.138500e+001	1.066807e-004	9.668633e+001
9.656100e+001	1.149400e+001	1.074996e-004	9.669324e+001
9.667000e+001	1.160300e+001	1.085120e-004	9.671138e+001
9.677900e+001	1.171200e+001	1.094223e-004	9.677233e+001
9.688800e+001	1.182100e+001	1.102026e-004	9.683151e+001
9.698200e+001	1.191500e+001	1.111082e-004	9.692905e+001
9.709100e+001	1.202400e+001	1.119129e-004	9.702792e+001
9.720000e+001	1.213300e+001	1.128270e-004	9.716888e+001
9.731000e+001	1.224300e+001	1.137207e-004	9.733755e+001
9.740300e+001	1.233600e+001	1.146320e-004	9.754346e+001
9.749700e+001	1.243000e+001	1.154118e-004	9.773886e+001
9.759000e+001	1.252300e+001	1.161784e-004	9.793949e+001
9.768400e+001	1.261700e+001	1.168629e-004	9.815659e+001
9.777800e+001	1.271100e+001	1.175772e-004	9.838542e+001
9.787100e+001	1.280400e+001	1.182790e-004	9.863608e+001
9.796500e+001	1.289800e+001	1.189452e-004	9.890083e+001
9.807400e+001	1.300700e+001	1.196077e-004	9.918578e+001
9.816800e+001	1.310100e+001	1.202582e-004	9.948614e+001
9.826100e+001	1.319400e+001	1.208105e-004	9.978295e+001
9.837000e+001	1.330300e+001	1.213815e-004	1.000796e+002
9.843600e+001	1.336900e+001	1.219186e-004	1.004255e+002
