TimeAll	TimeExperiment	R	Theta
5.222300e+001	8.200002e-002	1.618109e-004	1.109888e+002
5.235600e+001	2.149999e-001	1.612194e-004	1.106876e+002
5.248000e+001	3.390000e-001	1.606210e-004	1.103529e+002
5.257400e+001	4.329998e-001	1.599928e-004	1.099917e+002
5.266700e+001	5.260000e-001	1.594670e-004	1.096634e+002
5.276100e+001	6.199999e-001	1.589031e-004	1.092941e+002
5.285500e+001	7.140000e-001	1.584254e-004	1.089270e+002
5.294800e+001	8.069999e-001	1.579056e-004	1.085215e+002
5.305700e+001	9.159999e-001	1.574198e-004	1.080753e+002
5.316700e+001	1.026000e+000	1.568673e-004	1.075136e+002
5.327600e+001	1.135000e+000	1.563761e-004	1.069260e+002
5.336900e+001	1.228000e+000	1.559462e-004	1.062915e+002
5.347900e+001	1.338000e+000	1.556163e-004	1.056902e+002
5.357200e+001	1.431000e+000	1.553366e-004	1.049585e+002
5.366600e+001	1.525000e+000	1.551695e-004	1.042935e+002
5.375900e+001	1.618000e+000	1.551272e-004	1.035583e+002
5.386900e+001	1.728000e+000	1.551619e-004	1.027880e+002
5.397800e+001	1.837000e+000	1.554074e-004	1.018398e+002
5.407100e+001	1.930000e+000	1.558597e-004	1.008880e+002
5.416500e+001	2.024000e+000	1.564678e-004	1.000264e+002
5.425900e+001	2.118000e+000	1.572772e-004	9.909219e+001
5.435200e+001	2.211000e+000	1.583274e-004	9.815082e+001
5.444600e+001	2.305000e+000	1.597155e-004	9.721175e+001
5.453900e+001	2.398000e+000	1.613503e-004	9.627943e+001
5.463300e+001	2.492000e+000	1.633408e-004	9.534151e+001
5.472700e+001	2.586000e+000	1.656274e-004	9.447432e+001
5.482000e+001	2.679000e+000	1.682330e-004	9.365171e+001
5.492900e+001	2.788000e+000	1.713974e-004	9.284431e+001
5.503900e+001	2.898000e+000	1.754516e-004	9.205891e+001
5.513200e+001	2.991000e+000	1.797655e-004	9.144052e+001
5.522600e+001	3.085000e+000	1.840077e-004	9.102120e+001
5.531900e+001	3.178000e+000	1.884682e-004	9.075266e+001
5.542800e+001	3.287000e+000	1.932188e-004	9.061566e+001
5.552200e+001	3.381000e+000	1.986794e-004	9.065505e+001
5.561600e+001	3.475000e+000	2.035902e-004	9.084640e+001
5.570900e+001	3.568000e+000	2.087186e-004	9.120943e+001
5.580300e+001	3.662000e+000	2.133152e-004	9.167100e+001
5.589600e+001	3.755000e+000	2.178286e-004	9.225690e+001
5.600600e+001	3.865000e+000	2.226509e-004	9.304813e+001
5.611500e+001	3.974000e+000	2.269445e-004	9.392359e+001
5.618000e+001	4.039000e+000	2.309698e-004	9.492750e+001
