TimeAll	TimeExperiment	R	Theta
8.887000e+000	7.900000e-002	1.589984e-004	1.077795e+002
9.020000e+000	2.120001e-001	1.582821e-004	1.066356e+002
9.129000e+000	3.210001e-001	1.578860e-004	1.054514e+002
9.223000e+000	4.150002e-001	1.578389e-004	1.039478e+002
9.316000e+000	5.080001e-001	1.583196e-004	1.025093e+002
9.410000e+000	6.020000e-001	1.594745e-004	1.008847e+002
9.519000e+000	7.110002e-001	1.614506e-004	9.920488e+001
9.628000e+000	8.200002e-001	1.652733e-004	9.716275e+001
9.737000e+000	9.290001e-001	1.705684e-004	9.537382e+001
9.831000e+000	1.023000e+000	1.776735e-004	9.392495e+001
9.924000e+000	1.116000e+000	1.851731e-004	9.309609e+001
1.003400e+001	1.226000e+000	1.936877e-004	9.278726e+001
1.012700e+001	1.319000e+000	2.039376e-004	9.311468e+001
1.022100e+001	1.413000e+000	2.126255e-004	9.396669e+001
1.031400e+001	1.506000e+000	2.205309e-004	9.524082e+001
1.042400e+001	1.616000e+000	2.274514e-004	9.690760e+001
1.049000e+001	1.682000e+000	2.328612e-004	9.881961e+001
