6.60011171880000038072e+004	0.00000000000000000000e+000	6.60000000000000000000e+004	9.77520644660000020965e-002	0.00000000000000000000e+000	-5.29073715210000017350e+001	0.00000000000000000000e+000	5.89547960161517711764e-002	0.00000000000000000000e+000	-7.79730603096925739548e-002	0.00000000000000000000e+000	4.12399990845005959272e+000	1	1
7.10012968750000000000e+004	0.00000000000000000000e+000	7.10000000000000000000e+004	9.15797501800000024463e-002	0.00000000000000000000e+000	-5.33887519840000024374e+001	0.00000000000000000000e+000	5.46165586471298453164e-002	0.00000000000000000000e+000	-7.35111023218658898859e-002	0.00000000000000000000e+000	4.36799990839790552855e+000	1	1
7.60013515619999961928e+004	0.00000000000000000000e+000	7.60000000000000000000e+004	8.61537903549999956043e-002	0.00000000000000000000e+000	-5.37996788020000025199e+001	0.00000000000000000000e+000	5.08833077249644175066e-002	0.00000000000000000000e+000	-6.95224034934053963797e-002	0.00000000000000000000e+000	4.61199990846216678619e+000	1	1
8.10016875000000000000e+004	0.00000000000000000000e+000	8.10000000000000000000e+004	8.12507197259999952577e-002	0.00000000000000000000e+000	-5.41762084960000009914e+001	0.00000000000000000000e+000	4.75555931877398446739e-002	0.00000000000000000000e+000	-6.58797769619417911136e-002	0.00000000000000000000e+000	4.85899990843608975410e+000	1	1
8.60011093750000000000e+004	0.00000000000000000000e+000	8.60000000000000000000e+004	7.68455490470000002201e-002	0.00000000000000000000e+000	-5.45074806209999991324e+001	0.00000000000000000000e+000	4.46162700238295836797e-002	0.00000000000000000000e+000	-6.25669789705049494977e-002	0.00000000000000000000e+000	5.10299990850035101175e+000	1	1
9.10011328119999961928e+004	0.00000000000000000000e+000	9.10000000000000000000e+004	7.29082748290000026703e-002	0.00000000000000000000e+000	-5.47821197510000033049e+001	0.00000000000000000000e+000	4.20452766829683410865e-002	0.00000000000000000000e+000	-5.95635060015244077736e-002	0.00000000000000000000e+000	5.34899990842677652836e+000	1	1
9.60011953119999961928e+004	0.00000000000000000000e+000	9.60000000000000000000e+004	6.92727640270000000200e-002	0.00000000000000000000e+000	-5.50317878720000024373e+001	0.00000000000000000000e+000	3.97017376864648441348e-002	0.00000000000000000000e+000	-5.67669609950679152077e-002	0.00000000000000000000e+000	5.59399990842211991549e+000	1	1
1.01001406250000000000e+005	0.00000000000000000000e+000	1.01000000000000000000e+005	6.60163238639999983004e-002	0.00000000000000000000e+000	-5.52588424679999974387e+001	0.00000000000000000000e+000	3.76207201306851118927e-002	0.00000000000000000000e+000	-5.42479163965326818819e-002	0.00000000000000000000e+000	5.84099990839604288340e+000	1	1
1.06002117190000004484e+005	0.00000000000000000000e+000	1.06000000000000000000e+005	6.29826039080000066317e-002	0.00000000000000000000e+000	-5.54507865910000035115e+001	0.00000000000000000000e+000	3.57183109637217582888e-002	0.00000000000000000000e+000	-5.18749521149744485804e-002	0.00000000000000000000e+000	6.08899990841746330261e+000	1	1
1.11001617190000004484e+005	0.00000000000000000000e+000	1.11000000000000000000e+005	6.01940527559999966067e-002	0.00000000000000000000e+000	-5.56224365229999975213e+001	0.00000000000000000000e+000	3.39882026944430953863e-002	0.00000000000000000000e+000	-4.96802381716670293788e-002	0.00000000000000000000e+000	6.33499990846030414104e+000	1	1
1.16001710940000004484e+005	0.00000000000000000000e+000	1.16000000000000000000e+005	5.76574169100000019639e-002	0.00000000000000000000e+000	-5.57684516910000027679e+001	0.00000000000000000000e+000	3.24345292186330458328e-002	0.00000000000000000000e+000	-4.76694770172611942405e-002	0.00000000000000000000e+000	6.58099990850314497948e+000	1	1
1.21001906250000000000e+005	0.00000000000000000000e+000	1.21000000000000000000e+005	5.52617236969999980900e-002	0.00000000000000000000e+000	-5.58963127139999969017e+001	0.00000000000000000000e+000	3.09848228089727867340e-002	0.00000000000000000000e+000	-4.57580469585419577494e-002	0.00000000000000000000e+000	6.82699990842957049608e+000	1	1
1.26001882809999995516e+005	0.00000000000000000000e+000	1.26000000000000000000e+005	5.30640818180000001236e-002	0.00000000000000000000e+000	-5.59950599670000030983e+001	0.00000000000000000000e+000	2.96768515982485762972e-002	0.00000000000000000000e+000	-4.39895585156628854406e-002	0.00000000000000000000e+000	7.07199990842491388321e+000	1	1
1.31002148440000004484e+005	0.00000000000000000000e+000	1.31000000000000000000e+005	5.09800836440000015859e-002	0.00000000000000000000e+000	-5.61015701290000023960e+001	0.00000000000000000000e+000	2.84327334317844224176e-002	0.00000000000000000000e+000	-4.23148744290506514942e-002	0.00000000000000000000e+000	7.31899990839883685112e+000	1	1
1.36002062500000000000e+005	0.00000000000000000000e+000	1.36000000000000000000e+005	4.90631274879999995653e-002	0.00000000000000000000e+000	-5.61925353999999970256e+001	0.00000000000000000000e+000	2.72989148363989193868e-002	0.00000000000000000000e+000	-4.07671402928728859871e-002	0.00000000000000000000e+000	7.56499990844167768955e+000	1	1
1.41001859380000008969e+005	0.00000000000000000000e+000	1.41000000000000000000e+005	4.72292043270000003186e-002	0.00000000000000000000e+000	-5.62599029539999975214e+001	0.00000000000000000000e+000	2.62323529864884885665e-002	0.00000000000000000000e+000	-3.92741823359033653817e-002	0.00000000000000000000e+000	7.80899990838952362537e+000	1	1
1.46002578119999991031e+005	0.00000000000000000000e+000	1.46000000000000000000e+005	4.54998612400000015943e-002	0.00000000000000000000e+000	-5.63322219849999967778e+001	0.00000000000000000000e+000	2.52240528945111910919e-002	0.00000000000000000000e+000	-3.78679881751613003904e-002	0.00000000000000000000e+000	8.05499990843236446381e+000	1	1
1.51002937500000000000e+005	0.00000000000000000000e+000	1.51000000000000000000e+005	4.39098551870000033959e-002	0.00000000000000000000e+000	-5.63833274839999987194e+001	0.00000000000000000000e+000	2.43099848933308881893e-002	0.00000000000000000000e+000	-3.65663782323234071159e-002	0.00000000000000000000e+000	8.30099990847520530224e+000	1	1
1.56002281250000000000e+005	0.00000000000000000000e+000	1.56000000000000000000e+005	4.23738285900000025141e-002	0.00000000000000000000e+000	-5.64180259700000021894e+001	0.00000000000000000000e+000	2.34382141293986677455e-002	0.00000000000000000000e+000	-3.53014371916945957075e-002	0.00000000000000000000e+000	8.54499990842305123806e+000	1	1
1.61002609380000008969e+005	0.00000000000000000000e+000	1.61000000000000000000e+005	4.09439392389999989863e-002	0.00000000000000000000e+000	-5.64278259279999971909e+001	0.00000000000000000000e+000	2.26414655716163544519e-002	0.00000000000000000000e+000	-3.41140762321982746186e-002	0.00000000000000000000e+000	8.79099990846589207649e+000	1	1
1.66002921880000008969e+005	0.00000000000000000000e+000	1.66000000000000000000e+005	3.95573750140000013342e-002	0.00000000000000000000e+000	-5.64465560909999979344e+001	0.00000000000000000000e+000	2.18639380982504731576e-002	0.00000000000000000000e+000	-3.29659540865133021681e-002	0.00000000000000000000e+000	9.03699990839231759310e+000	1	1
