TimeAll	TimeExperiment	R	Theta
4.450002e-001	8.200002e-002	2.224575e-004	1.145158e+002
5.770001e-001	2.140000e-001	2.224685e-004	1.145169e+002
6.860001e-001	3.230000e-001	2.237158e-004	1.143159e+002
7.530000e-001	3.899999e-001	2.254238e-004	1.140438e+002
8.470001e-001	4.840000e-001	2.270494e-004	1.137649e+002
9.400001e-001	5.769999e-001	2.289508e-004	1.134252e+002
1.035000e+000	6.719999e-001	2.309635e-004	1.130319e+002
1.130000e+000	7.670000e-001	2.332416e-004	1.125458e+002
1.224000e+000	8.609998e-001	2.357360e-004	1.119588e+002
1.317000e+000	9.540000e-001	2.384247e-004	1.112492e+002
1.412000e+000	1.049000e+000	2.413180e-004	1.103700e+002
1.505000e+000	1.142000e+000	2.443930e-004	1.092771e+002
1.600000e+000	1.237000e+000	2.475641e-004	1.078875e+002
1.697000e+000	1.334000e+000	2.505299e-004	1.061113e+002
1.844000e+000	1.481000e+000	2.529190e-004	1.036273e+002
1.937000e+000	1.574000e+000	2.531380e-004	1.004056e+002
2.046000e+000	1.683000e+000	2.498614e-004	9.698824e+001
2.156000e+000	1.793000e+000	2.401263e-004	9.277267e+001
2.249000e+000	1.886000e+000	2.236674e-004	8.912367e+001
2.358000e+000	1.995000e+000	2.056524e-004	8.722071e+001
2.468000e+000	2.105000e+000	1.847320e-004	8.723052e+001
2.561000e+000	2.198000e+000	1.684055e-004	8.944230e+001
2.655000e+000	2.292000e+000	1.588490e-004	9.250934e+001
2.748000e+000	2.385000e+000	1.533140e-004	9.592003e+001
2.842000e+000	2.479000e+000	1.507905e-004	9.912637e+001
2.951000e+000	2.588000e+000	1.502258e-004	1.020965e+002
3.060000e+000	2.697000e+000	1.511503e-004	1.049086e+002
3.169000e+000	2.806000e+000	1.528599e-004	1.069709e+002
3.279000e+000	2.916000e+000	1.549033e-004	1.086163e+002
3.345000e+000	2.982000e+000	1.570827e-004	1.099241e+002
