TimeAll	TimeExperiment	R	Theta
4.210000e-001	8.000016e-002	3.530418e-004	1.190461e+002
5.519998e-001	2.110000e-001	3.527632e-004	1.190609e+002
6.610000e-001	3.200002e-001	3.541394e-004	1.188511e+002
7.549999e-001	4.140000e-001	3.567264e-004	1.184406e+002
8.639998e-001	5.230000e-001	3.596800e-004	1.178673e+002
9.579999e-001	6.170001e-001	3.631042e-004	1.170059e+002
1.051000e+000	7.100000e-001	3.659810e-004	1.159120e+002
1.117000e+000	7.760000e-001	3.677126e-004	1.144544e+002
1.213000e+000	8.720000e-001	3.665886e-004	1.124819e+002
1.309000e+000	9.680002e-001	3.598140e-004	1.101181e+002
1.401000e+000	1.060000e+000	3.460412e-004	1.081387e+002
1.497000e+000	1.156000e+000	3.268351e-004	1.073223e+002
1.594000e+000	1.253000e+000	3.081939e-004	1.082963e+002
1.688000e+000	1.347000e+000	2.973215e-004	1.103021e+002
1.788000e+000	1.447000e+000	2.925087e-004	1.125531e+002
1.881000e+000	1.540000e+000	2.917956e-004	1.142981e+002
1.973000e+000	1.632000e+000	2.929288e-004	1.156618e+002
2.065000e+000	1.724000e+000	2.947565e-004	1.166589e+002
2.195000e+000	1.854000e+000	2.970262e-004	1.174716e+002
2.304000e+000	1.963000e+000	2.991241e-004	1.180363e+002
2.369000e+000	2.028000e+000	3.013171e-004	1.185088e+002
