TimeAll	TimeExperiment	R	Theta
7.698300e+001	7.800007e-002	3.006864e-004	1.188363e+002
7.708100e+001	1.759999e-001	3.002944e-004	1.187816e+002
7.717900e+001	2.739999e-001	2.998754e-004	1.187112e+002
7.727600e+001	3.710001e-001	2.994746e-004	1.186491e+002
7.736900e+001	4.640000e-001	2.990896e-004	1.185820e+002
7.746500e+001	5.599999e-001	2.986948e-004	1.185099e+002
7.755900e+001	6.540000e-001	2.982696e-004	1.184412e+002
7.765600e+001	7.509999e-001	2.978444e-004	1.183560e+002
7.775000e+001	8.450000e-001	2.973936e-004	1.182765e+002
7.785300e+001	9.480000e-001	2.968956e-004	1.181853e+002
7.795100e+001	1.046000e+000	2.964331e-004	1.180841e+002
7.804500e+001	1.140000e+000	2.959662e-004	1.179902e+002
7.814000e+001	1.235000e+000	2.955240e-004	1.178869e+002
7.823500e+001	1.330000e+000	2.950283e-004	1.177766e+002
7.833100e+001	1.426000e+000	2.945297e-004	1.176677e+002
7.842400e+001	1.519000e+000	2.940822e-004	1.175474e+002
7.851700e+001	1.612000e+000	2.935791e-004	1.174159e+002
7.861100e+001	1.706000e+000	2.930538e-004	1.172878e+002
7.870400e+001	1.799000e+000	2.925994e-004	1.171463e+002
7.879800e+001	1.893000e+000	2.920731e-004	1.169940e+002
7.889400e+001	1.989000e+000	2.915419e-004	1.168290e+002
7.898800e+001	2.083000e+000	2.910551e-004	1.166549e+002
7.908300e+001	2.178000e+000	2.905392e-004	1.164737e+002
7.917700e+001	2.272000e+000	2.900284e-004	1.162750e+002
7.927300e+001	2.368000e+000	2.894633e-004	1.160595e+002
7.936700e+001	2.462000e+000	2.889705e-004	1.158386e+002
7.945900e+001	2.554000e+000	2.885153e-004	1.155937e+002
7.955400e+001	2.649000e+000	2.880181e-004	1.153412e+002
7.964600e+001	2.741000e+000	2.875936e-004	1.150764e+002
7.974200e+001	2.837000e+000	2.872223e-004	1.147832e+002
7.983600e+001	2.931000e+000	2.868285e-004	1.144838e+002
7.993000e+001	3.025000e+000	2.864818e-004	1.141595e+002
8.002600e+001	3.121000e+000	2.862296e-004	1.138141e+002
8.012000e+001	3.215000e+000	2.860316e-004	1.134511e+002
8.021300e+001	3.308000e+000	2.858964e-004	1.130724e+002
8.030800e+001	3.403000e+000	2.859013e-004	1.126577e+002
8.040100e+001	3.496000e+000	2.859969e-004	1.122429e+002
8.049700e+001	3.592000e+000	2.862388e-004	1.117737e+002
8.059200e+001	3.687000e+000	2.865964e-004	1.112982e+002
8.068600e+001	3.781000e+000	2.871723e-004	1.108093e+002
8.077900e+001	3.874000e+000	2.879522e-004	1.103061e+002
8.087500e+001	3.970000e+000	2.889658e-004	1.097730e+002
8.097700e+001	4.072000e+000	2.903292e-004	1.092099e+002
8.107100e+001	4.166000e+000	2.918634e-004	1.086849e+002
8.116100e+001	4.256000e+000	2.936378e-004	1.081842e+002
8.125400e+001	4.349000e+000	2.956995e-004	1.076934e+002
8.135000e+001	4.445000e+000	2.982144e-004	1.071912e+002
8.144500e+001	4.540000e+000	3.011588e-004	1.067121e+002
8.154300e+001	4.638000e+000	3.043726e-004	1.062794e+002
8.163500e+001	4.730000e+000	3.078491e-004	1.059140e+002
8.173000e+001	4.825000e+000	3.116183e-004	1.055928e+002
8.182500e+001	4.920000e+000	3.157784e-004	1.053418e+002
8.192100e+001	5.016000e+000	3.200774e-004	1.051727e+002
8.201500e+001	5.110000e+000	3.246974e-004	1.050795e+002
8.211000e+001	5.205000e+000	3.292890e-004	1.050721e+002
8.220300e+001	5.298000e+000	3.339453e-004	1.051461e+002
8.229600e+001	5.391000e+000	3.384796e-004	1.053061e+002
8.239200e+001	5.487000e+000	3.432153e-004	1.055531e+002
8.248500e+001	5.580000e+000	3.475838e-004	1.058645e+002
8.258100e+001	5.676000e+000	3.517236e-004	1.062436e+002
8.267500e+001	5.770000e+000	3.555794e-004	1.066824e+002
8.277100e+001	5.866000e+000	3.591253e-004	1.071644e+002
8.286300e+001	5.958000e+000	3.622553e-004	1.076716e+002
