TimeAll	TimeExperiment	R	Theta
1.493300e+001	7.999992e-002	2.833613e-004	1.159456e+002
1.503600e+001	1.830001e-001	2.814809e-004	1.152571e+002
1.513300e+001	2.800000e-001	2.797957e-004	1.144987e+002
1.522900e+001	3.759999e-001	2.783013e-004	1.135892e+002
1.532200e+001	4.690001e-001	2.771634e-004	1.125193e+002
1.541600e+001	5.630000e-001	2.766030e-004	1.112357e+002
1.551100e+001	6.580000e-001	2.769936e-004	1.097690e+002
1.560600e+001	7.530000e-001	2.788160e-004	1.081132e+002
1.569800e+001	8.450000e-001	2.827235e-004	1.063322e+002
1.579200e+001	9.390001e-001	2.892965e-004	1.045415e+002
1.588600e+001	1.033000e+000	2.991650e-004	1.029605e+002
1.598000e+001	1.127000e+000	3.123039e-004	1.018734e+002
1.607300e+001	1.220000e+000	3.279086e-004	1.015138e+002
1.616800e+001	1.315000e+000	3.442867e-004	1.019916e+002
1.626100e+001	1.408000e+000	3.592740e-004	1.031945e+002
1.635400e+001	1.501000e+000	3.710713e-004	1.048651e+002
1.645000e+001	1.597000e+000	3.796015e-004	1.068645e+002
1.654600e+001	1.693000e+000	3.841706e-004	1.087766e+002
