TimeAll	TimeExperiment	R	Theta
4.125700e+001	7.900000e-002	2.921574e-004	1.176088e+002
4.135300e+001	1.750000e-001	2.911541e-004	1.173770e+002
4.145100e+001	2.730000e-001	2.901516e-004	1.171292e+002
4.154800e+001	3.699999e-001	2.891193e-004	1.168417e+002
4.164100e+001	4.630001e-001	2.880719e-004	1.165298e+002
4.173800e+001	5.599999e-001	2.870278e-004	1.161786e+002
4.183200e+001	6.540000e-001	2.860063e-004	1.157936e+002
4.192600e+001	7.479999e-001	2.849880e-004	1.153698e+002
4.202100e+001	8.429999e-001	2.840681e-004	1.148917e+002
4.211400e+001	9.360001e-001	2.831513e-004	1.143479e+002
4.220700e+001	1.029000e+000	2.824113e-004	1.137439e+002
4.230300e+001	1.125000e+000	2.818253e-004	1.130557e+002
4.239700e+001	1.219000e+000	2.815201e-004	1.123026e+002
4.249500e+001	1.317000e+000	2.815630e-004	1.114450e+002
4.259100e+001	1.413000e+000	2.820894e-004	1.105111e+002
4.268300e+001	1.505000e+000	2.832603e-004	1.095311e+002
4.277600e+001	1.598000e+000	2.852101e-004	1.084981e+002
4.287200e+001	1.694000e+000	2.880497e-004	1.074196e+002
4.296700e+001	1.789000e+000	2.921288e-004	1.063386e+002
4.306400e+001	1.886000e+000	2.976143e-004	1.053149e+002
4.316200e+001	1.984000e+000	3.045131e-004	1.044458e+002
4.325600e+001	2.078000e+000	3.123631e-004	1.038280e+002
4.335000e+001	2.172000e+000	3.212290e-004	1.034720e+002
4.344300e+001	2.265000e+000	3.307933e-004	1.034350e+002
4.353600e+001	2.358000e+000	3.404803e-004	1.037247e+002
4.363300e+001	2.455000e+000	3.498879e-004	1.043251e+002
4.373000e+001	2.552000e+000	3.585265e-004	1.051982e+002
4.382400e+001	2.646000e+000	3.655436e-004	1.062179e+002
4.391900e+001	2.741000e+000	3.710627e-004	1.073324e+002
