TimeAll	TimeExperiment	R	Theta
4.500300e+001	7.900000e-002	1.150068e-004	1.127483e+002
4.515200e+001	2.280002e-001	1.151382e-004	1.127160e+002
4.527600e+001	3.520000e-001	1.153035e-004	1.126828e+002
4.538600e+001	4.620001e-001	1.154236e-004	1.126595e+002
4.549500e+001	5.710001e-001	1.155738e-004	1.126270e+002
4.558800e+001	6.640000e-001	1.157202e-004	1.125805e+002
4.569800e+001	7.740002e-001	1.158561e-004	1.125493e+002
4.579100e+001	8.670001e-001	1.160161e-004	1.125036e+002
4.588500e+001	9.610000e-001	1.161402e-004	1.124614e+002
4.597800e+001	1.054000e+000	1.162866e-004	1.124348e+002
4.607200e+001	1.148000e+000	1.164192e-004	1.123952e+002
4.616600e+001	1.242000e+000	1.165693e-004	1.123520e+002
4.627500e+001	1.351000e+000	1.167199e-004	1.123043e+002
4.636800e+001	1.444000e+000	1.169109e-004	1.122517e+002
4.646200e+001	1.538000e+000	1.170704e-004	1.122013e+002
4.655600e+001	1.632000e+000	1.172435e-004	1.121510e+002
4.664900e+001	1.725000e+000	1.174178e-004	1.120934e+002
4.675800e+001	1.834000e+000	1.176111e-004	1.120361e+002
4.685200e+001	1.928000e+000	1.177945e-004	1.119611e+002
4.696100e+001	2.037000e+000	1.180017e-004	1.118977e+002
4.705500e+001	2.131000e+000	1.182371e-004	1.118165e+002
4.714800e+001	2.224000e+000	1.184129e-004	1.117453e+002
4.724200e+001	2.318000e+000	1.186506e-004	1.116612e+002
4.733500e+001	2.411000e+000	1.188662e-004	1.115780e+002
4.744500e+001	2.521000e+000	1.190981e-004	1.114849e+002
4.753800e+001	2.614000e+000	1.193438e-004	1.113842e+002
4.763200e+001	2.708000e+000	1.195800e-004	1.112847e+002
4.772500e+001	2.801000e+000	1.198106e-004	1.111691e+002
4.783500e+001	2.911000e+000	1.201008e-004	1.110502e+002
4.792800e+001	3.004000e+000	1.203883e-004	1.109186e+002
4.802200e+001	3.098000e+000	1.206638e-004	1.107892e+002
4.811500e+001	3.191000e+000	1.209302e-004	1.106436e+002
4.820900e+001	3.285000e+000	1.212134e-004	1.105044e+002
4.830300e+001	3.379000e+000	1.215085e-004	1.103360e+002
4.839600e+001	3.472000e+000	1.217877e-004	1.101624e+002
4.849000e+001	3.566000e+000	1.220835e-004	1.099763e+002
4.859900e+001	3.675000e+000	1.223933e-004	1.097821e+002
4.869300e+001	3.769000e+000	1.227665e-004	1.095415e+002
4.878600e+001	3.862000e+000	1.230533e-004	1.093089e+002
4.889500e+001	3.971000e+000	1.233787e-004	1.090425e+002
4.900500e+001	4.081000e+000	1.237441e-004	1.087373e+002
4.909800e+001	4.174000e+000	1.240988e-004	1.084046e+002
4.920700e+001	4.283000e+000	1.243931e-004	1.080726e+002
4.931700e+001	4.393000e+000	1.247504e-004	1.076638e+002
4.942600e+001	4.502000e+000	1.250498e-004	1.072122e+002
4.951900e+001	4.595000e+000	1.253171e-004	1.067359e+002
4.962900e+001	4.705000e+000	1.255020e-004	1.062546e+002
4.972200e+001	4.798000e+000	1.256770e-004	1.057025e+002
4.981600e+001	4.892000e+000	1.257635e-004	1.051797e+002
4.992500e+001	5.001000e+000	1.257802e-004	1.045976e+002
5.001900e+001	5.095000e+000	1.257059e-004	1.039047e+002
5.011200e+001	5.188000e+000	1.255063e-004	1.032670e+002
5.022100e+001	5.297000e+000	1.251105e-004	1.025761e+002
5.031500e+001	5.391000e+000	1.245765e-004	1.017567e+002
5.040900e+001	5.485000e+000	1.239526e-004	1.010668e+002
5.051800e+001	5.594000e+000	1.231583e-004	1.003477e+002
5.062700e+001	5.703000e+000	1.220178e-004	9.951466e+001
5.073600e+001	5.812000e+000	1.206764e-004	9.872765e+001
5.083000e+001	5.906000e+000	1.190980e-004	9.799535e+001
5.093900e+001	6.015000e+000	1.175746e-004	9.740713e+001
5.103300e+001	6.109000e+000	1.156801e-004	9.684474e+001
5.112600e+001	6.202000e+000	1.139301e-004	9.642746e+001
5.122000e+001	6.296000e+000	1.121380e-004	9.610468e+001
5.131300e+001	6.389000e+000	1.103257e-004	9.589301e+001
5.142300e+001	6.499000e+000	1.083875e-004	9.576528e+001
5.151600e+001	6.592000e+000	1.063157e-004	9.576054e+001
5.161000e+001	6.686000e+000	1.046040e-004	9.587758e+001
5.170300e+001	6.779000e+000	1.029399e-004	9.608032e+001
5.181300e+001	6.889000e+000	1.012185e-004	9.639949e+001
5.190600e+001	6.982000e+000	9.968053e-005	9.679090e+001
5.200000e+001	7.076000e+000	9.840494e-005	9.724210e+001
5.209300e+001	7.169000e+000	9.727043e-005	9.771475e+001
5.218700e+001	7.263000e+000	9.626782e-005	9.823409e+001
5.228100e+001	7.357000e+000	9.537365e-005	9.877911e+001
5.237400e+001	7.450000e+000	9.458070e-005	9.935327e+001
5.246800e+001	7.544000e+000	9.396364e-005	9.991196e+001
5.253600e+001	7.612000e+000	9.338374e-005	1.005099e+002
5.263100e+001	7.707000e+000	9.289436e-005	1.010863e+002
