TimeAll	TimeExperiment	R	Theta
1.310630e+002	8.200002e-002	3.731735e-004	1.156349e+002
1.311960e+002	2.150002e-001	3.733807e-004	1.155638e+002
1.313200e+002	3.390000e-001	3.736278e-004	1.154803e+002
1.314140e+002	4.330001e-001	3.738423e-004	1.154109e+002
1.315080e+002	5.270000e-001	3.739682e-004	1.153428e+002
1.316170e+002	6.360002e-001	3.741754e-004	1.152732e+002
1.317100e+002	7.290001e-001	3.743385e-004	1.151947e+002
1.318040e+002	8.230000e-001	3.745233e-004	1.151234e+002
1.318970e+002	9.160001e-001	3.747213e-004	1.150481e+002
1.320070e+002	1.026000e+000	3.748814e-004	1.149760e+002
1.321000e+002	1.119000e+000	3.750626e-004	1.148889e+002
1.321940e+002	1.213000e+000	3.752297e-004	1.148170e+002
1.322870e+002	1.306000e+000	3.753724e-004	1.147411e+002
1.323810e+002	1.400000e+000	3.755364e-004	1.146671e+002
1.324750e+002	1.494000e+000	3.756868e-004	1.145852e+002
1.325680e+002	1.587000e+000	3.758353e-004	1.145085e+002
1.326770e+002	1.696000e+000	3.759804e-004	1.144238e+002
1.327710e+002	1.790000e+000	3.761357e-004	1.143277e+002
1.328650e+002	1.884000e+000	3.762723e-004	1.142449e+002
1.329580e+002	1.977000e+000	3.764332e-004	1.141581e+002
1.330520e+002	2.071000e+000	3.765444e-004	1.140729e+002
1.331610e+002	2.180000e+000	3.766610e-004	1.139854e+002
1.332550e+002	2.274000e+000	3.768003e-004	1.138829e+002
1.333480e+002	2.367000e+000	3.769104e-004	1.137944e+002
1.334140e+002	2.433000e+000	3.770301e-004	1.137045e+002
1.335060e+002	2.525000e+000	3.771406e-004	1.136094e+002
1.336000e+002	2.619000e+000	3.772252e-004	1.135160e+002
1.336940e+002	2.713000e+000	3.773240e-004	1.134230e+002
1.337880e+002	2.807000e+000	3.773991e-004	1.133289e+002
1.338860e+002	2.905000e+000	3.774900e-004	1.132295e+002
1.339790e+002	2.998000e+000	3.775239e-004	1.131318e+002
1.340740e+002	3.093000e+000	3.776206e-004	1.130349e+002
1.341680e+002	3.187000e+000	3.776795e-004	1.129398e+002
1.342620e+002	3.281000e+000	3.776830e-004	1.128385e+002
1.343560e+002	3.375000e+000	3.777453e-004	1.127400e+002
1.344900e+002	3.509000e+000	3.777788e-004	1.126194e+002
1.345840e+002	3.603000e+000	3.778203e-004	1.125129e+002
1.346930e+002	3.712000e+000	3.778066e-004	1.124092e+002
1.347860e+002	3.805000e+000	3.778221e-004	1.122888e+002
1.348800e+002	3.899000e+000	3.778280e-004	1.121787e+002
1.349890e+002	4.008000e+000	3.777975e-004	1.120696e+002
1.350830e+002	4.102000e+000	3.777767e-004	1.119459e+002
1.351760e+002	4.195000e+000	3.777285e-004	1.118283e+002
1.352700e+002	4.289000e+000	3.776492e-004	1.117145e+002
1.353790e+002	4.398000e+000	3.776145e-004	1.115865e+002
1.354730e+002	4.492000e+000	3.775413e-004	1.114611e+002
1.355660e+002	4.585000e+000	3.774462e-004	1.113418e+002
1.356600e+002	4.679000e+000	3.773378e-004	1.112265e+002
1.357540e+002	4.773000e+000	3.772351e-004	1.111064e+002
1.358470e+002	4.866000e+000	3.770828e-004	1.109870e+002
1.359410e+002	4.960000e+000	3.769544e-004	1.108637e+002
