TimeAll	TimeExperiment	R	Theta
4.737800e+001	8.700013e-002	3.717995e-004	1.144420e+002
4.751100e+001	2.200000e-001	3.721497e-004	1.140860e+002
4.762000e+001	3.290000e-001	3.723907e-004	1.137003e+002
4.773000e+001	4.390001e-001	3.725254e-004	1.133153e+002
4.782300e+001	5.320001e-001	3.725294e-004	1.129025e+002
4.791700e+001	6.260002e-001	3.723358e-004	1.125112e+002
4.802600e+001	7.350001e-001	3.720176e-004	1.120893e+002
4.812000e+001	8.290000e-001	3.714788e-004	1.115975e+002
4.821300e+001	9.220002e-001	3.707589e-004	1.111515e+002
4.830700e+001	1.016000e+000	3.698191e-004	1.106887e+002
4.840000e+001	1.109000e+000	3.686457e-004	1.102152e+002
4.851000e+001	1.219000e+000	3.671069e-004	1.097137e+002
4.860300e+001	1.312000e+000	3.651722e-004	1.091808e+002
4.871200e+001	1.421000e+000	3.631027e-004	1.087134e+002
4.882100e+001	1.530000e+000	3.601682e-004	1.081506e+002
4.891500e+001	1.624000e+000	3.571350e-004	1.076695e+002
4.900900e+001	1.718000e+000	3.541925e-004	1.072643e+002
4.910200e+001	1.811000e+000	3.508297e-004	1.068821e+002
4.919600e+001	1.905000e+000	3.472637e-004	1.065463e+002
4.930500e+001	2.014000e+000	3.435377e-004	1.062664e+002
4.939900e+001	2.108000e+000	3.390728e-004	1.060089e+002
4.949200e+001	2.201000e+000	3.350926e-004	1.058476e+002
4.960100e+001	2.310000e+000	3.308388e-004	1.057557e+002
4.971100e+001	2.420000e+000	3.263094e-004	1.057292e+002
4.980400e+001	2.513000e+000	3.219107e-004	1.057883e+002
4.991300e+001	2.622000e+000	3.177330e-004	1.059268e+002
5.000700e+001	2.716000e+000	3.139529e-004	1.061237e+002
5.011600e+001	2.825000e+000	3.104339e-004	1.063751e+002
5.022500e+001	2.934000e+000	3.066809e-004	1.067307e+002
5.031900e+001	3.028000e+000	3.036110e-004	1.071066e+002
5.038500e+001	3.094000e+000	3.011162e-004	1.074745e+002
