TimeAll	TimeExperiment	R	Theta
4.380000e-001	7.999992e-002	3.668120e-004	1.154910e+002
5.860000e-001	2.279999e-001	3.668137e-004	1.154855e+002
7.110000e-001	3.529999e-001	3.675881e-004	1.146410e+002
8.050001e-001	4.470000e-001	3.677678e-004	1.137219e+002
8.980000e-001	5.400000e-001	3.671492e-004	1.128602e+002
9.919999e-001	6.339998e-001	3.657130e-004	1.119684e+002
1.085000e+000	7.270000e-001	3.631271e-004	1.109745e+002
1.179000e+000	8.209999e-001	3.595119e-004	1.100391e+002
1.273000e+000	9.150000e-001	3.543731e-004	1.091233e+002
1.366000e+000	1.008000e+000	3.480251e-004	1.083304e+002
1.460000e+000	1.102000e+000	3.406134e-004	1.077424e+002
1.553000e+000	1.195000e+000	3.324178e-004	1.074057e+002
1.647000e+000	1.289000e+000	3.245290e-004	1.073766e+002
1.740000e+000	1.382000e+000	3.169236e-004	1.076407e+002
1.834000e+000	1.476000e+000	3.101596e-004	1.081518e+002
1.943000e+000	1.585000e+000	3.044516e-004	1.088699e+002
2.052000e+000	1.694000e+000	2.994954e-004	1.098384e+002
2.146000e+000	1.788000e+000	2.960323e-004	1.108422e+002
2.214000e+000	1.856000e+000	2.940088e-004	1.117259e+002
2.309000e+000	1.951000e+000	2.927911e-004	1.125491e+002
2.413000e+000	2.055000e+000	2.921465e-004	1.133823e+002
2.507000e+000	2.149000e+000	2.920122e-004	1.140825e+002
2.603000e+000	2.245000e+000	2.921914e-004	1.147133e+002
2.696000e+000	2.338000e+000	2.926278e-004	1.152446e+002
2.789000e+000	2.431000e+000	2.932257e-004	1.157352e+002
2.887000e+000	2.529000e+000	2.939323e-004	1.161840e+002
2.979000e+000	2.621000e+000	2.947221e-004	1.165598e+002
3.072000e+000	2.714000e+000	2.955278e-004	1.168972e+002
3.163000e+000	2.805000e+000	2.963146e-004	1.171951e+002
3.294000e+000	2.936000e+000	2.972237e-004	1.174809e+002
3.403000e+000	3.045000e+000	2.980513e-004	1.177256e+002
3.468000e+000	3.110000e+000	2.989753e-004	1.179655e+002
