TimeAll	TimeExperiment	R	Theta
1.094580e+002	8.099985e-002	9.202962e-005	1.063475e+002
1.096070e+002	2.299998e-001	9.198648e-005	1.062316e+002
1.097310e+002	3.539999e-001	9.193315e-005	1.061337e+002
1.098410e+002	4.640000e-001	9.192310e-005	1.060345e+002
1.099340e+002	5.569999e-001	9.186699e-005	1.059511e+002
1.100280e+002	6.509998e-001	9.184780e-005	1.058708e+002
1.101370e+002	7.600000e-001	9.184550e-005	1.057749e+002
1.102310e+002	8.539999e-001	9.183315e-005	1.056962e+002
1.103400e+002	9.629998e-001	9.181759e-005	1.056167e+002
1.104330e+002	1.056000e+000	9.177290e-005	1.055253e+002
1.105430e+002	1.166000e+000	9.177669e-005	1.054405e+002
1.106520e+002	1.275000e+000	9.175971e-005	1.053567e+002
1.107450e+002	1.368000e+000	9.172130e-005	1.052645e+002
1.108550e+002	1.478000e+000	9.171474e-005	1.051844e+002
1.109640e+002	1.587000e+000	9.174294e-005	1.050829e+002
1.110570e+002	1.680000e+000	9.170964e-005	1.049936e+002
1.111670e+002	1.790000e+000	9.169084e-005	1.049046e+002
1.112600e+002	1.883000e+000	9.169744e-005	1.048164e+002
1.113690e+002	1.992000e+000	9.169677e-005	1.047368e+002
1.114790e+002	2.102000e+000	9.171056e-005	1.046359e+002
1.115880e+002	2.211000e+000	9.167039e-005	1.045429e+002
1.116970e+002	2.320000e+000	9.171844e-005	1.044534e+002
1.117910e+002	2.414000e+000	9.170279e-005	1.043482e+002
1.118840e+002	2.507000e+000	9.172254e-005	1.042763e+002
1.119930e+002	2.616000e+000	9.174200e-005	1.041816e+002
1.121030e+002	2.726000e+000	9.175041e-005	1.040685e+002
1.122120e+002	2.835000e+000	9.178091e-005	1.039917e+002
1.123210e+002	2.944000e+000	9.176579e-005	1.038836e+002
1.124300e+002	3.053000e+000	9.178831e-005	1.037982e+002
1.125390e+002	3.162000e+000	9.182252e-005	1.036912e+002
1.126490e+002	3.272000e+000	9.184785e-005	1.035912e+002
1.127580e+002	3.381000e+000	9.186196e-005	1.034787e+002
1.128670e+002	3.490000e+000	9.189499e-005	1.033941e+002
1.129610e+002	3.584000e+000	9.192040e-005	1.032905e+002
1.130540e+002	3.677000e+000	9.192353e-005	1.032049e+002
1.131480e+002	3.771000e+000	9.194660e-005	1.031097e+002
1.132570e+002	3.880000e+000	9.198895e-005	1.030127e+002
1.133660e+002	3.989000e+000	9.201602e-005	1.029339e+002
1.134600e+002	4.083000e+000	9.205085e-005	1.028255e+002
1.135530e+002	4.176000e+000	9.208632e-005	1.027333e+002
1.136470e+002	4.270000e+000	9.211054e-005	1.026324e+002
1.137410e+002	4.364000e+000	9.216153e-005	1.025540e+002
1.138340e+002	4.457000e+000	9.220103e-005	1.024331e+002
1.139280e+002	4.551000e+000	9.222588e-005	1.023665e+002
1.140210e+002	4.644000e+000	9.228355e-005	1.022748e+002
1.141150e+002	4.738000e+000	9.230736e-005	1.021660e+002
1.142090e+002	4.832000e+000	9.235476e-005	1.020815e+002
1.143180e+002	4.941000e+000	9.242469e-005	1.019866e+002
1.144110e+002	5.034000e+000	9.247205e-005	1.018763e+002
1.145210e+002	5.144000e+000	9.250701e-005	1.017783e+002
1.146140e+002	5.237000e+000	9.257581e-005	1.016641e+002
1.147230e+002	5.346000e+000	9.262476e-005	1.015742e+002
1.148330e+002	5.456000e+000	9.269128e-005	1.014580e+002
1.149420e+002	5.565000e+000	9.277248e-005	1.013440e+002
1.150350e+002	5.658000e+000	9.282723e-005	1.012389e+002
1.151290e+002	5.752000e+000	9.289639e-005	1.011455e+002
1.152230e+002	5.846000e+000	9.297246e-005	1.010520e+002
1.153320e+002	5.955000e+000	9.303441e-005	1.009499e+002
1.154410e+002	6.064000e+000	9.312357e-005	1.008186e+002
1.155350e+002	6.158000e+000	9.321830e-005	1.007201e+002
1.156280e+002	6.251000e+000	9.327930e-005	1.006076e+002
1.157370e+002	6.360000e+000	9.336985e-005	1.005155e+002
1.158310e+002	6.454000e+000	9.345995e-005	1.004067e+002
1.159400e+002	6.563000e+000	9.354247e-005	1.003139e+002
1.160490e+002	6.672000e+000	9.363773e-005	1.001993e+002
1.161590e+002	6.782000e+000	9.376022e-005	1.000870e+002
1.162680e+002	6.891000e+000	9.384454e-005	9.998182e+001
1.163610e+002	6.984000e+000	9.397417e-005	9.986520e+001
1.164710e+002	7.094000e+000	9.405419e-005	9.976655e+001
1.165640e+002	7.187000e+000	9.419253e-005	9.965990e+001
1.166580e+002	7.281000e+000	9.428808e-005	9.955121e+001
1.167510e+002	7.374000e+000	9.435369e-005	9.945669e+001
1.168450e+002	7.468000e+000	9.449790e-005	9.935925e+001
