TimeAll	TimeExperiment	R	Theta
4.440000e-001	8.299994e-002	2.327559e-004	1.127422e+002
5.910001e-001	2.300000e-001	2.327320e-004	1.127377e+002
6.700001e-001	3.090000e-001	2.328005e-004	1.127142e+002
7.639999e-001	4.029999e-001	2.344036e-004	1.123490e+002
8.610001e-001	5.000000e-001	2.363396e-004	1.118842e+002
9.540000e-001	5.929999e-001	2.382966e-004	1.113651e+002
1.048000e+000	6.870000e-001	2.403314e-004	1.107676e+002
1.140000e+000	7.790000e-001	2.425339e-004	1.100756e+002
1.236000e+000	8.750000e-001	2.448301e-004	1.092450e+002
1.330000e+000	9.689999e-001	2.470725e-004	1.083085e+002
1.430000e+000	1.069000e+000	2.494317e-004	1.071066e+002
1.524000e+000	1.163000e+000	2.515021e-004	1.057302e+002
1.618000e+000	1.257000e+000	2.531177e-004	1.041085e+002
1.750000e+000	1.389000e+000	2.540202e-004	1.020880e+002
1.843000e+000	1.482000e+000	2.535924e-004	9.993080e+001
1.937000e+000	1.576000e+000	2.513238e-004	9.747717e+001
2.046000e+000	1.685000e+000	2.469661e-004	9.494641e+001
2.140000e+000	1.779000e+000	2.384711e-004	9.198003e+001
2.249000e+000	1.888000e+000	2.279871e-004	8.960072e+001
2.358000e+000	1.997000e+000	2.134533e-004	8.761256e+001
2.452000e+000	2.091000e+000	1.982307e-004	8.673724e+001
2.545000e+000	2.184000e+000	1.853479e-004	8.698523e+001
2.654000e+000	2.293000e+000	1.744447e-004	8.811761e+001
2.764000e+000	2.403000e+000	1.644920e-004	9.028144e+001
2.857000e+000	2.496000e+000	1.575844e-004	9.292055e+001
2.951000e+000	2.590000e+000	1.536957e-004	9.537086e+001
3.044000e+000	2.683000e+000	1.513688e-004	9.776155e+001
3.138000e+000	2.777000e+000	1.502819e-004	9.993478e+001
3.232000e+000	2.871000e+000	1.500703e-004	1.019737e+002
3.325000e+000	2.964000e+000	1.504583e-004	1.037329e+002
3.419000e+000	3.058000e+000	1.512402e-004	1.052166e+002
3.512000e+000	3.151000e+000	1.523171e-004	1.065505e+002
3.606000e+000	3.245000e+000	1.535318e-004	1.076630e+002
3.715000e+000	3.354000e+000	1.548437e-004	1.086567e+002
3.783000e+000	3.422000e+000	1.564083e-004	1.096022e+002
