TimeAll	TimeExperiment	R	Theta
1.774100e+001	8.299994e-002	1.269679e-004	1.056979e+002
1.783900e+001	1.810000e-001	1.271333e-004	1.052434e+002
1.793600e+001	2.779999e-001	1.272180e-004	1.047578e+002
1.803200e+001	3.739998e-001	1.272550e-004	1.042583e+002
1.812700e+001	4.689999e-001	1.272536e-004	1.037214e+002
1.822100e+001	5.630000e-001	1.271664e-004	1.031889e+002
1.831500e+001	6.570001e-001	1.269669e-004	1.025932e+002
1.841000e+001	7.519999e-001	1.266999e-004	1.020033e+002
1.850400e+001	8.460000e-001	1.263133e-004	1.014159e+002
1.859700e+001	9.389999e-001	1.258530e-004	1.007946e+002
1.869300e+001	1.035000e+000	1.252587e-004	1.001839e+002
1.878700e+001	1.129000e+000	1.245679e-004	9.956025e+001
1.888000e+001	1.222000e+000	1.237263e-004	9.891697e+001
1.897500e+001	1.317000e+000	1.227503e-004	9.829800e+001
1.906800e+001	1.410000e+000	1.216032e-004	9.770010e+001
1.916500e+001	1.507000e+000	1.203517e-004	9.713597e+001
1.925600e+001	1.598000e+000	1.189686e-004	9.661285e+001
1.934900e+001	1.691000e+000	1.175456e-004	9.615729e+001
1.944400e+001	1.786000e+000	1.159672e-004	9.575367e+001
1.954000e+001	1.882000e+000	1.143542e-004	9.540451e+001
1.963300e+001	1.975000e+000	1.127503e-004	9.515013e+001
1.972500e+001	2.067000e+000	1.111254e-004	9.495673e+001
1.981600e+001	2.158000e+000	1.095414e-004	9.485584e+001
1.991000e+001	2.252000e+000	1.079966e-004	9.481480e+001
2.000500e+001	2.347000e+000	1.064328e-004	9.486906e+001
2.009800e+001	2.440000e+000	1.049259e-004	9.496304e+001
2.018900e+001	2.531000e+000	1.035924e-004	9.511362e+001
2.028500e+001	2.627000e+000	1.021980e-004	9.534179e+001
2.038000e+001	2.722000e+000	1.009416e-004	9.563446e+001
2.047600e+001	2.818000e+000	9.975195e-005	9.595158e+001
2.057000e+001	2.912000e+000	9.863305e-005	9.631960e+001
2.066500e+001	3.007000e+000	9.762479e-005	9.671125e+001
2.075900e+001	3.101000e+000	9.673907e-005	9.713509e+001
