TimeAll	TimeExperiment	R	Theta
4.460001e-001	8.899999e-002	1.217873e-004	1.108909e+002
5.769999e-001	2.199998e-001	1.218143e-004	1.108868e+002
6.710000e-001	3.139999e-001	1.217871e-004	1.108856e+002
7.800000e-001	4.229999e-001	1.218078e-004	1.108932e+002
8.740001e-001	5.170000e-001	1.217947e-004	1.108856e+002
9.670000e-001	6.099999e-001	1.217984e-004	1.108845e+002
1.077000e+000	7.199998e-001	1.222478e-004	1.106238e+002
1.170000e+000	8.130000e-001	1.234166e-004	1.098705e+002
1.236000e+000	8.789999e-001	1.243590e-004	1.092122e+002
1.331000e+000	9.740000e-001	1.252726e-004	1.084328e+002
1.425000e+000	1.068000e+000	1.260841e-004	1.074361e+002
1.522000e+000	1.165000e+000	1.267578e-004	1.062707e+002
1.615000e+000	1.258000e+000	1.269894e-004	1.048402e+002
1.714000e+000	1.357000e+000	1.265374e-004	1.030152e+002
1.808000e+000	1.451000e+000	1.251007e-004	1.010025e+002
1.903000e+000	1.546000e+000	1.224387e-004	9.899884e+001
2.006000e+000	1.649000e+000	1.181231e-004	9.708360e+001
2.099000e+000	1.742000e+000	1.133301e-004	9.596243e+001
2.195000e+000	1.838000e+000	1.083202e-004	9.555260e+001
2.327000e+000	1.970000e+000	1.034070e-004	9.587878e+001
2.421000e+000	2.064000e+000	9.988759e-005	9.668761e+001
2.514000e+000	2.157000e+000	9.709981e-005	9.782282e+001
2.608000e+000	2.251000e+000	9.512336e-005	9.906543e+001
2.717000e+000	2.360000e+000	9.359326e-005	1.004140e+002
2.826000e+000	2.469000e+000	9.240567e-005	1.020410e+002
2.920000e+000	2.563000e+000	9.187174e-005	1.034067e+002
3.013000e+000	2.656000e+000	9.168585e-005	1.046288e+002
3.107000e+000	2.750000e+000	9.178481e-005	1.056765e+002
3.216000e+000	2.859000e+000	9.205317e-005	1.066706e+002
3.310000e+000	2.953000e+000	9.241179e-005	1.075531e+002
3.403000e+000	3.046000e+000	9.285029e-005	1.082632e+002
3.512000e+000	3.155000e+000	9.331396e-005	1.088657e+002
3.582000e+000	3.225000e+000	9.391339e-005	1.094865e+002
