time,sec	res, Ohm
0	1E+18
0.094	1E+18
0.187	1E+18
0.281	1E+18
0.374	1E+18
0.468	1E+18
0.562	1E+18
0.655	1E+18
0.749	1E+18
0.842	1E+18
0.936	1E+18
1.03	1E+18
1.123	1E+18
1.217	1E+18
1.31	1E+18
1.404	1E+18
1.498	1E+18
1.591	1E+18
1.7	0.05821
1.794	0.03009
1.888	0.02729
1.981	0.027
2.075	0.027
2.168	0.02694
2.262	0.0269
2.356	0.02687
2.449	0.02684
2.543	0.02681
2.636	0.02681
2.73	0.02678
2.824	0.02675
2.917	0.02673
3.011	0.0267
3.104	0.02667
3.198	0.02667
3.292	0.02665
3.385	0.02663
3.479	0.0266
3.572	0.02657
3.666	0.02655
3.76	0.02655
3.853	0.02652
3.947	0.0265
4.04	0.02648
4.134	0.02645
4.228	0.02643
4.321	0.02643
4.415	0.02641
4.508	0.02639
4.602	0.02637
4.696	0.02635
4.789	0.02633
4.883	0.02633
4.976	0.02631
5.07	0.0263
5.164	0.02628
5.257	0.02626
5.351	0.02626
5.444	0.02624
5.538	0.02623
5.632	0.02621
5.725	0.0262
5.819	0.02618
5.912	0.02618
6.006	0.02617
6.1	0.02615
6.193	0.02613
6.287	0.02612
6.38	0.0261
6.474	0.0261
6.568	0.02608
6.661	0.02606
6.755	0.02605
6.848	0.02603
6.942	0.02601
7.036	0.02601
7.129	0.02599
7.223	0.02598
7.316	0.02596
7.41	0.02595
7.504	0.02593
7.597	0.02593
7.691	0.02592
7.784	0.0259
7.878	0.02589
7.972	0.02587
8.065	0.02586
8.159	0.02586
8.252	0.02584
8.346	0.02583
8.44	0.02582
8.533	0.02581
8.627	0.0258
8.72	0.0258
8.814	0.02579
8.908	0.02578
9.001	0.02577
9.095	0.02576
9.188	0.02576
9.282	0.02575
9.376	0.02574
9.469	0.02573
9.563	0.02572
9.656	0.02572
9.75	0.02572
9.844	0.02571
9.937	0.0257
10.031	0.02569
10.124	0.02568
10.218	0.02567
10.312	0.02567
10.405	0.02567
10.499	0.02566
10.592	0.02565
10.686	0.02564
10.78	0.02563
10.873	0.02563
10.967	0.02563
11.06	0.02562
11.154	0.02561
11.248	0.0256
11.341	0.02559
11.435	0.02559
11.528	0.02559
11.622	0.02558
11.716	0.02557
11.809	0.02557
11.903	0.02556
11.996	0.02556
12.09	0.02555
12.184	0.02555
12.277	0.02554
12.371	0.02554
12.464	0.02553
12.558	0.02553
12.652	0.02552
12.745	0.02552
12.839	0.02551
12.932	0.0255
13.026	0.0255
13.12	0.02549
13.213	0.02549
