time,sec	res, Ohm
0	1E+18
0.093	1E+18
0.187	1E+18
0.281	1E+18
0.374	1E+18
0.468	1E+18
0.561	1E+18
0.655	1E+18
0.749	1E+18
0.842	1E+18
0.936	1E+18
1.029	1E+18
1.123	1E+18
1.217	1E+18
1.31	1E+18
1.404	1E+18
1.497	1E+18
1.591	1E+18
1.685	1E+18
1.778	1E+18
1.872	1E+18
1.965	1E+18
2.059	1E+18
2.153	1E+18
2.246	1E+18
2.34	1E+18
2.433	1E+18
2.527	1E+18
2.621	1E+18
2.714	1E+18
2.808	1E+18
2.901	1E+18
2.995	1E+18
3.089	1E+18
3.182	1E+18
3.276	1E+18
3.369	1E+18
3.463	1E+18
3.557	1E+18
3.65	1E+18
3.744	1E+18
3.837	1E+18
3.931	1E+18
4.025	1E+18
4.118	1E+18
4.212	1E+18
4.305	1E+18
4.399	1E+18
4.493	1E+18
4.586	1E+18
4.68	1E+18
4.773	1E+18
4.867	1E+18
4.961	1E+18
5.054	1E+18
5.148	1E+18
5.241	1E+18
5.335	1E+18
5.429	1E+18
5.522	1E+18
5.616	1E+18
5.709	1E+18
5.803	1E+18
5.897	1E+18
5.99	1E+18
6.084	1E+18
6.193	0.018823
6.287	0.005726
6.38	0.003773
6.474	0.003773
6.567	0.003584
6.661	0.003567
6.755	0.003564
6.848	0.003563
6.942	0.003562
7.035	0.003562
7.129	0.003562
7.223	0.003561
7.316	0.00356
7.41	0.00356
7.503	0.003559
7.597	0.003559
7.691	0.003559
7.784	0.003559
7.878	0.003558
7.971	0.003558
8.065	0.003558
8.159	0.003558
8.252	0.003557
8.346	0.003558
8.439	0.003557
8.533	0.003557
8.627	0.003557
8.72	0.003557
8.814	0.003556
8.907	0.003556
9.001	0.003556
9.095	0.003555
9.188	0.003555
9.282	0.003555
9.375	0.003555
9.469	0.003555
9.563	0.003555
9.656	0.003555
9.75	0.003555
9.843	0.003555
9.937	0.003554
10.031	0.003554
10.124	0.003554
10.218	0.003553
10.311	0.003553
10.405	0.003553
10.499	0.003553
10.592	0.003553
10.686	0.003553
10.779	0.003553
