time,sec	res, Ohm
0	1E+18
0.094	1E+18
0.187	1E+18
0.281	1E+18
0.375	1E+18
0.468	1E+18
0.562	1E+18
0.655	1E+18
0.749	1E+18
0.843	1E+18
0.936	1E+18
1.03	1E+18
1.123	1E+18
1.217	1E+18
1.311	1E+18
1.404	1E+18
1.498	1E+18
1.591	1E+18
1.685	1E+18
1.779	1E+18
1.872	1E+18
1.966	1E+18
2.059	1E+18
2.153	1E+18
2.247	1E+18
2.34	1E+18
2.434	1E+18
2.527	1E+18
2.621	1E+18
2.715	1E+18
2.808	1E+18
2.902	1E+18
2.995	1E+18
3.089	1E+18
3.183	1E+18
3.276	1E+18
3.37	1E+18
3.463	1E+18
3.557	1E+18
3.651	1E+18
3.76	1E+18
3.838	1E+18
3.931	1E+18
4.025	1E+18
4.134	0.15655
4.228	0.14865
4.321	0.14465
4.415	0.14465
4.509	0.14136
4.602	0.13833
4.696	0.13562
4.789	0.13322
4.883	0.1311
4.977	0.1311
5.07	0.12924
5.164	0.12765
5.257	0.12629
5.351	0.12514
5.445	0.12414
5.538	0.12414
5.632	0.12326
5.725	0.12249
5.819	0.12181
5.913	0.12121
6.006	0.12067
6.1	0.12067
6.193	0.12017
6.287	0.11971
6.381	0.11929
6.474	0.11894
6.568	0.11862
6.661	0.11862
6.755	0.11834
6.849	0.11809
6.942	0.11787
7.036	0.11766
7.129	0.11747
7.223	0.11747
7.317	0.1173
7.41	0.11713
7.504	0.11699
7.597	0.11686
7.691	0.11686
7.785	0.11674
7.878	0.11661
7.972	0.11651
8.065	0.11642
8.159	0.11633
8.253	0.11633
8.346	0.11626
8.44	0.11619
8.533	0.11612
8.627	0.11606
8.721	0.11602
8.814	0.11602
8.908	0.11597
9.001	0.11593
9.095	0.11589
9.189	0.11585
9.282	0.11582
9.376	0.11582
9.469	0.11579
9.563	0.11576
9.657	0.11574
9.75	0.11571
9.844	0.11569
9.937	0.11569
10.031	0.11567
10.125	0.11565
10.218	0.11564
10.312	0.11562
10.405	0.1156
10.499	0.1156
10.593	0.11559
10.686	0.11558
10.78	0.11557
10.873	0.11555
10.967	0.11555
11.061	0.11555
11.154	0.11554
11.248	0.11552
11.341	0.11552
11.435	0.11551
11.529	0.11551
11.622	0.11551
11.716	0.1155
11.809	0.11549
11.903	0.11548
11.997	0.11547
12.09	0.11547
12.184	0.11547
12.277	0.11546
12.371	0.11545
