time,sec	res, Ohm
0	1E+18
0.093	1E+18
0.187	1E+18
0.28	1E+18
0.374	1E+18
0.468	1E+18
0.561	1E+18
0.655	1E+18
0.748	1E+18
0.842	1E+18
0.936	1E+18
1.029	1E+18
1.123	1E+18
1.216	1E+18
1.31	1E+18
1.404	1E+18
1.497	1E+18
1.591	1E+18
1.684	1E+18
1.778	1E+18
1.887	0.13499
1.981	0.03998
2.074	0.0281
2.168	0.02694
2.262	0.02678
2.355	0.02678
2.449	0.02672
2.542	0.02666
2.636	0.02661
2.73	0.02657
2.823	0.02652
2.917	0.02652
3.01	0.02648
3.104	0.02643
3.198	0.02639
3.291	0.02635
3.385	0.02632
3.478	0.02632
3.572	0.02628
3.666	0.02624
3.759	0.02622
3.853	0.02618
3.946	0.02615
4.04	0.02615
4.134	0.02611
4.227	0.02608
4.321	0.02605
4.414	0.02602
4.508	0.02599
4.602	0.02599
4.695	0.02595
4.789	0.02592
4.882	0.02589
4.976	0.02586
5.07	0.02586
5.163	0.02584
5.257	0.0258
5.35	0.02578
5.444	0.02575
5.538	0.02572
5.631	0.02572
5.725	0.0257
5.818	0.02567
5.912	0.02565
6.006	0.02562
6.099	0.0256
6.193	0.0256
6.286	0.02557
6.38	0.02555
6.474	0.02553
6.567	0.0255
6.661	0.02548
6.754	0.02548
6.848	0.02546
6.942	0.02544
7.035	0.02542
7.129	0.0254
7.222	0.02537
7.316	0.02537
7.41	0.02536
7.503	0.02534
7.597	0.02532
7.69	0.0253
7.784	0.02528
7.878	0.02528
7.971	0.02527
8.065	0.02525
8.158	0.02524
8.252	0.02522
8.346	0.0252
8.439	0.0252
8.533	0.02519
8.626	0.02517
8.72	0.02516
8.814	0.02514
8.907	0.02514
9.001	0.02512
9.094	0.02511
9.188	0.02509
9.282	0.02508
9.375	0.02506
9.469	0.02506
9.562	0.02505
9.656	0.02504
9.75	0.02503
9.843	0.02502
9.937	0.02501
10.03	0.02501
10.124	0.025
10.218	0.02498
10.311	0.02497
10.405	0.02496
10.498	0.02495
10.592	0.02495
10.686	0.02494
10.779	0.02492
10.873	0.02491
10.966	0.0249
11.06	0.02489
11.154	0.02489
11.247	0.02488
11.341	0.02487
11.434	0.02486
11.528	0.02485
11.622	0.02484
11.715	0.02484
11.809	0.02483
11.902	0.02482
