TimeAll	TimeExperiment	R	Theta
4.286100e+001	7.999992e-002	2.876189e-004	1.141725e+002
4.299300e+001	2.119999e-001	2.873778e-004	1.138164e+002
4.308700e+001	3.060000e-001	2.872342e-004	1.134816e+002
4.318100e+001	3.999999e-001	2.871802e-004	1.131247e+002
4.327400e+001	4.930000e-001	2.872327e-004	1.127481e+002
4.338300e+001	6.020000e-001	2.873258e-004	1.123624e+002
4.349300e+001	7.119999e-001	2.876466e-004	1.118870e+002
4.360200e+001	8.209999e-001	2.881184e-004	1.113863e+002
4.371100e+001	9.299998e-001	2.888319e-004	1.108731e+002
4.380500e+001	1.024000e+000	2.897163e-004	1.103453e+002
4.391400e+001	1.133000e+000	2.907933e-004	1.098521e+002
4.400700e+001	1.226000e+000	2.921644e-004	1.093287e+002
4.411700e+001	1.336000e+000	2.937066e-004	1.088533e+002
4.421000e+001	1.429000e+000	2.956612e-004	1.083243e+002
4.431900e+001	1.538000e+000	2.978640e-004	1.078438e+002
4.441300e+001	1.632000e+000	3.004823e-004	1.073701e+002
4.450700e+001	1.726000e+000	3.032230e-004	1.069612e+002
4.461600e+001	1.835000e+000	3.064268e-004	1.065662e+002
4.472500e+001	1.944000e+000	3.099383e-004	1.062239e+002
4.481900e+001	2.038000e+000	3.141420e-004	1.059257e+002
4.492800e+001	2.147000e+000	3.181151e-004	1.057233e+002
4.503700e+001	2.256000e+000	3.225229e-004	1.055910e+002
4.514600e+001	2.365000e+000	3.273005e-004	1.055390e+002
4.524000e+001	2.459000e+000	3.321335e-004	1.055802e+002
4.533300e+001	2.552000e+000	3.362852e-004	1.056914e+002
4.542700e+001	2.646000e+000	3.404416e-004	1.058694e+002
4.552100e+001	2.740000e+000	3.444591e-004	1.061115e+002
4.563000e+001	2.849000e+000	3.484239e-004	1.064187e+002
4.572300e+001	2.942000e+000	3.524850e-004	1.068197e+002
4.581700e+001	3.036000e+000	3.558212e-004	1.072184e+002
4.591100e+001	3.130000e+000	3.588550e-004	1.076531e+002
4.602000e+001	3.239000e+000	3.618442e-004	1.081590e+002
4.608500e+001	3.304000e+000	3.643702e-004	1.086610e+002
