TimeAll	TimeExperiment	R	Theta
7.744200e+001	8.099985e-002	1.913800e-004	8.803973e+001
7.757500e+001	2.140000e-001	1.933972e-004	8.800327e+001
7.770000e+001	3.390000e-001	1.955957e-004	8.799148e+001
7.779400e+001	4.329998e-001	1.977669e-004	8.801559e+001
7.788700e+001	5.259998e-001	1.996487e-004	8.804900e+001
7.799600e+001	6.350000e-001	2.016090e-004	8.811768e+001
7.810600e+001	7.449999e-001	2.038652e-004	8.821014e+001
7.819900e+001	8.379998e-001	2.060716e-004	8.833592e+001
7.829300e+001	9.319999e-001	2.080531e-004	8.846645e+001
7.836000e+001	9.989998e-001	2.099704e-004	8.861261e+001
