TimeAll	TimeExperiment	R	Theta
7.257200e+001	8.200002e-002	2.482792e-004	1.062382e+002
7.266800e+001	1.780000e-001	2.486008e-004	1.059756e+002
7.276400e+001	2.739999e-001	2.489305e-004	1.057137e+002
7.285700e+001	3.669999e-001	2.492335e-004	1.054556e+002
7.295200e+001	4.619999e-001	2.495048e-004	1.051789e+002
7.305400e+001	5.639999e-001	2.497623e-004	1.048801e+002
7.314800e+001	6.580000e-001	2.499967e-004	1.045868e+002
7.324400e+001	7.539999e-001	2.502187e-004	1.042915e+002
7.334500e+001	8.550000e-001	2.503899e-004	1.039584e+002
7.344200e+001	9.519999e-001	2.505744e-004	1.036329e+002
7.353600e+001	1.046000e+000	2.507230e-004	1.033087e+002
7.363200e+001	1.142000e+000	2.507939e-004	1.029755e+002
7.372600e+001	1.236000e+000	2.508656e-004	1.026198e+002
7.382000e+001	1.330000e+000	2.509080e-004	1.022812e+002
7.391600e+001	1.426000e+000	2.508812e-004	1.019049e+002
7.401200e+001	1.522000e+000	2.508186e-004	1.015360e+002
7.410500e+001	1.615000e+000	2.507182e-004	1.011604e+002
7.419600e+001	1.706000e+000	2.505805e-004	1.007867e+002
7.429000e+001	1.800000e+000	2.503968e-004	1.003896e+002
7.438200e+001	1.892000e+000	2.501729e-004	9.999735e+001
7.447400e+001	1.984000e+000	2.498626e-004	9.960446e+001
7.456700e+001	2.077000e+000	2.495057e-004	9.920287e+001
7.466300e+001	2.173000e+000	2.490958e-004	9.877725e+001
7.475700e+001	2.267000e+000	2.486078e-004	9.835571e+001
7.485000e+001	2.360000e+000	2.480448e-004	9.792001e+001
7.494300e+001	2.453000e+000	2.474262e-004	9.749336e+001
7.503800e+001	2.548000e+000	2.467372e-004	9.705710e+001
7.513100e+001	2.641000e+000	2.459704e-004	9.661269e+001
7.522300e+001	2.733000e+000	2.451375e-004	9.618681e+001
7.531600e+001	2.826000e+000	2.442588e-004	9.574704e+001
7.541100e+001	2.921000e+000	2.432449e-004	9.529852e+001
7.550300e+001	3.013000e+000	2.421237e-004	9.484893e+001
7.560200e+001	3.112000e+000	2.409786e-004	9.440547e+001
7.569600e+001	3.206000e+000	2.397548e-004	9.397435e+001
7.579200e+001	3.302000e+000	2.384184e-004	9.353382e+001
7.588600e+001	3.396000e+000	2.370041e-004	9.311599e+001
7.598000e+001	3.490000e+000	2.355460e-004	9.269818e+001
7.607100e+001	3.581000e+000	2.340379e-004	9.230630e+001
7.616700e+001	3.677000e+000	2.323717e-004	9.189522e+001
7.625900e+001	3.769000e+000	2.307759e-004	9.152988e+001
7.635100e+001	3.861000e+000	2.290254e-004	9.115549e+001
7.644400e+001	3.954000e+000	2.272424e-004	9.079868e+001
7.653700e+001	4.047000e+000	2.254237e-004	9.046774e+001
7.663100e+001	4.141000e+000	2.234970e-004	9.014554e+001
7.672500e+001	4.235000e+000	2.215550e-004	8.982939e+001
7.682000e+001	4.330000e+000	2.195021e-004	8.953887e+001
7.691400e+001	4.424000e+000	2.174620e-004	8.927007e+001
7.700900e+001	4.519000e+000	2.153483e-004	8.902562e+001
7.710200e+001	4.612000e+000	2.132494e-004	8.879613e+001
7.720100e+001	4.711000e+000	2.109551e-004	8.858067e+001
7.729400e+001	4.804000e+000	2.088816e-004	8.840812e+001
7.738600e+001	4.896000e+000	2.066968e-004	8.825595e+001
7.748000e+001	4.990000e+000	2.045890e-004	8.813499e+001
7.757400e+001	5.084000e+000	2.023904e-004	8.802045e+001
7.766900e+001	5.179000e+000	2.002652e-004	8.794331e+001
7.776100e+001	5.271000e+000	1.981497e-004	8.788950e+001
7.785600e+001	5.366000e+000	1.960205e-004	8.786437e+001
7.795000e+001	5.460000e+000	1.939668e-004	8.785723e+001
7.805300e+001	5.563000e+000	1.917212e-004	8.788601e+001
7.814700e+001	5.657000e+000	1.897044e-004	8.793986e+001
7.824100e+001	5.751000e+000	1.877694e-004	8.800988e+001
7.833500e+001	5.845000e+000	1.858502e-004	8.811340e+001
7.842900e+001	5.939000e+000	1.839487e-004	8.822874e+001
7.852300e+001	6.033000e+000	1.821322e-004	8.837246e+001
7.861600e+001	6.126000e+000	1.803818e-004	8.854628e+001
7.871100e+001	6.221000e+000	1.786069e-004	8.873804e+001
7.880200e+001	6.312000e+000	1.769682e-004	8.893775e+001
7.889800e+001	6.408000e+000	1.754021e-004	8.916285e+001
7.899000e+001	6.500000e+000	1.738465e-004	8.940694e+001
7.908100e+001	6.591000e+000	1.724056e-004	8.965349e+001
7.917500e+001	6.685000e+000	1.710319e-004	8.992706e+001
7.926800e+001	6.778000e+000	1.696514e-004	9.021376e+001
7.936100e+001	6.871000e+000	1.683326e-004	9.051380e+001
7.946300e+001	6.973000e+000	1.670086e-004	9.085168e+001
